scenario,iteration,replication_id,coverage,density,n_agents,is_selected
NI,3,2,0.9895782041962711,0.10488376082505686,9895,False
NI,4,2,0.9861576881910057,0.14849626478518502,9861,False
NI,5,2,0.9825092943526885,0.1254910862634377,9825,False
NI,6,2,0.9783646144106611,0.22269725765244508,9783,False
NI,7,2,0.9754353465870785,0.1654521391282738,9754,False
NI,8,2,0.9709659862172294,0.25109683451172465,9709,False
NI,9,2,0.9688077723104034,0.15450556990038244,9688,False
NI,10,2,0.962978423309827,0.276037438828764,9629,False
NI,11,2,0.9606406542239663,0.15472885713672777,9606,False
NI,12,2,0.9571719505715115,0.29723541566505923,9571,False
NI,13,2,0.9539002148426091,0.23902961572208054,9539,False
NI,14,2,0.9500808945529866,0.22384924434769193,9500,False
NI,0,3,1.0,0.15487154798430325,10000,True
NI,1,3,0.9968086219342456,0.19826734500440155,9968,False
NI,2,3,0.9928256478625053,0.1427809113654646,9928,False
NI,3,3,0.9894961303110835,0.2291106992664429,9894,False
NI,4,3,0.9856209115655832,0.2723593307894198,9856,False
NI,5,3,0.9821845234985587,0.09383251023905262,9821,False
NI,6,3,0.978846329580759,0.1418657378612173,9788,False
NI,7,3,0.9757142202805107,0.29380445956737433,9757,False
NI,8,3,0.971932158955808,0.19997255777208742,9719,False
NI,9,3,0.9681576196849043,0.16261246394724307,9681,False
NI,10,3,0.9645920505790957,0.16025363135602888,9645,False
NI,11,3,0.9616540802723884,0.1507093848837312,9616,False
NI,12,3,0.9563236906996114,0.19176581366494977,9563,False
NI,13,3,0.9538675859651392,0.31587737375080266,9538,False
NI,14,3,0.9496382200723603,0.2031299961118329,9496,False
NI,0,4,0.9999995756477733,0.14734896616509335,9999,True
NI,1,4,0.9959280116392191,0.10570537355398377,9959,False
NI,2,4,0.993620867469928,0.16027978436090617,9936,False
NI,3,4,0.9882428513642277,0.1806657955582644,9882,False
NI,4,4,0.9863235758038553,0.22577560894190526,9863,False
NI,5,4,0.9823982991046334,0.2809396709568783,9823,False
NI,6,4,0.9790924194737967,0.06915437132779698,9790,False
NI,7,4,0.9747613294791254,0.2217270725111072,9747,False
NI,8,4,0.971523214933857,0.22778880973381335,9715,False
NI,9,4,0.969198856722728,0.15151358926693242,9691,False
NI,10,4,0.9631609004479958,0.07833698884878881,9631,False
NI,11,4,0.9611750369553491,0.1919928736388023,9611,False
NI,12,4,0.9563983871891085,0.1882530353759311,9563,False
NI,13,4,0.9533313532681622,0.18232317105890306,9533,False
NI,14,4,0.9490433883931708,0.2296413256769167,9490,False
NI,0,5,1.0,0.20644717494581794,10000,True
NI,1,5,0.9963904381680236,0.2089467651766274,9963,False
NI,2,5,0.9928817470325045,0.11122007735965958,9928,False
NI,3,5,0.9888667536520784,0.21069793522163682,9888,False
NI,4,5,0.9853466475164854,0.24418167530268386,9853,False
NI,5,5,0.9814670544191925,0.31742734988943405,9814,False
NI,6,5,0.9796083382410642,0.18583360117836303,9796,False
NI,7,5,0.9742514583537567,0.17319222650995925,9742,False
NI,8,5,0.9720354329647707,0.18304659431036643,9720,False
NI,9,5,0.9680541714288157,0.20256675738620697,9680,False
NI,10,5,0.9645717672295763,0.22503881529330694,9645,False
NI,11,5,0.960566014791288,0.272661025202031,9605,False
NI,12,5,0.9573974394353973,0.2590786357722419,9573,False
NI,13,5,0.953449018994532,0.19170936716995177,9534,False
NI,14,5,0.9513402997036011,0.19814194244375583,9513,False
NI,0,6,1.0,0.12719970354565524,10000,True
NI,1,6,0.9966074050237842,0.17961125122594476,9966,False
NI,2,6,0.9936265575226689,0.16621261654702138,9936,False
NI,3,6,0.9890713182647719,0.228981248180691,9890,False
NI,4,6,0.9851886189243848,0.206367893643876,9851,False
NI,5,6,0.9818419344791804,0.20701358883538007,9818,False
NI,6,6,0.9785257717769282,0.291783380875013,9785,False
NI,7,6,0.9752313266820687,0.13469600461494965,9752,False
NI,8,6,0.9709690071366154,0.1781370704518376,9709,False
NI,9,6,0.9675072081588677,0.2709689411456122,9675,False
NI,10,6,0.9640066492818824,0.19813565712484277,9640,False
NI,11,6,0.9610149641267359,0.33953326090687486,9610,False
NI,12,6,0.9570697878743494,0.2830683574547699,9570,False
NI,13,6,0.9533558006319237,0.2488091228000091,9533,False
NI,14,6,0.9495814735293726,0.2400506090354018,9495,False
NI,0,7,0.9998139937827819,0.2456164061578256,9998,True
NI,1,7,0.9968316849576576,0.23132163802171926,9968,False
NI,2,7,0.9930711664078186,0.17613742634749752,9930,False
NI,3,7,0.9896480523644494,0.11992042646239794,9896,False
NI,4,7,0.9869910337119696,0.2322213998279019,9869,False
NI,5,7,0.9824139481210179,0.2236130486378464,9824,False
NI,6,7,0.9781995578801969,0.170175894173682,9781,False
NI,7,7,0.9751204210649459,0.17566439344064427,9751,False
NI,8,7,0.9708361092085022,0.19597950937086428,9708,False
NI,9,7,0.9680324515488162,0.1993949440155488,9680,False
NI,10,7,0.9648119537440643,0.20816864149274097,9648,False
NI,11,7,0.9615070365300729,0.3153236438603434,9615,False
NI,12,7,0.9570764653953072,0.14424973943864067,9570,False
NI,13,7,0.9529996239235252,0.19754279490637053,9529,False
NI,14,7,0.9504010537771461,0.18259514627844364,9504,False
NI,0,8,1.0,0.17400254503764653,10000,True
NI,1,8,0.9962699480265516,0.2054552993815296,9962,False
NI,2,8,0.9933449762369994,0.24664785727591326,9933,False
NI,3,8,0.988167888150495,0.23396315890265465,9881,False
NI,4,8,0.9860383741847305,0.19560763589966954,9860,False
NI,5,8,0.9819742722899361,0.23025615707677935,9819,False
NI,6,8,0.9786372535558077,0.1885557158949586,9786,False
NI,7,8,0.9760857756397955,0.22554500904244038,9760,False
NI,8,8,0.9711628626694976,0.23732502776024056,9711,False
NI,9,8,0.9680760735197682,0.21900604747631802,9680,False
NI,10,8,0.9647202762875146,0.17637320448061186,9647,False
NI,11,8,0.9608461209333643,0.15767308941029765,9608,False
NI,12,8,0.9575453927346602,0.20086970522819692,9575,False
NI,13,8,0.953165806186583,0.19753138379461932,9531,False
NI,14,8,0.9501172912178885,0.24513322400398663,9501,False
NI,0,9,1.0,0.24668622995387557,10000,True
NI,1,9,0.996697994407846,0.23699007424353186,9966,False
NI,2,9,0.9927253658550952,0.14542205428025434,9927,False
NI,3,9,0.9889530733739115,0.20241790950146735,9889,False
NI,4,9,0.985612709192697,0.18774494382308832,9856,False
NI,5,9,0.9822787053505734,0.24959140133614116,9822,False
NI,6,9,0.9787126847649362,0.1757772706219824,9787,False
NI,7,9,0.974392634121886,0.19221138623893327,9743,False
NI,8,9,0.9704065237873146,0.254499464380054,9704,False
NI,9,9,0.967905709832985,0.28849999497678747,9679,False
NI,10,9,0.9649550059094969,0.22753649298342898,9649,False
NI,11,9,0.9604640453720771,0.181472913305856,9604,False
NI,12,9,0.957922049393056,0.22410352645385567,9579,False
NI,13,9,0.952914617246183,0.1833391447359196,9529,False
NI,14,9,0.9507055576675236,0.25511728768459574,9507,False
NI,0,10,1.0,0.26819625730540986,10000,True
NI,1,10,0.9958072061480076,0.17034162302983946,9958,False
NI,2,10,0.992802773324505,0.17491908908218878,9928,False
NI,3,10,0.9896605676156077,0.2400510783933456,9896,False
NI,4,10,0.9859685725568019,0.14899763416077588,9859,False
NI,5,10,0.9830276622894148,0.21695169661035604,9830,False
NI,6,10,0.9777750317419495,0.13980986823158387,9777,False
NI,7,10,0.9746203717947297,0.28261360980078465,9746,False
NI,8,10,0.9709920654787516,0.14700184100102293,9709,False
NI,9,10,0.9684045561892168,0.24475482225924997,9684,False
NI,10,10,0.9640064340578609,0.22541128273254527,9640,False
NI,11,10,0.960587999244333,0.23098274464268526,9605,False
NI,12,10,0.9569902072190406,0.22644454198188044,9569,False
NI,13,10,0.9535831178790481,0.1704913756421228,9535,False
NI,14,10,0.9504655497418768,0.20351651718577837,9504,False
NI,0,11,1.0,0.22558761895479762,10000,True
NI,1,11,0.9964082488075611,0.25890837595605526,9964,False
NI,2,11,0.9929855174262194,0.22342755325332736,9929,False
NI,3,11,0.9891385947244857,0.17707364653773458,9891,False
NI,4,11,0.9858082331035845,0.15533626709001605,9858,False
NI,5,11,0.9822202181904985,0.2103115971529253,9822,False
NI,6,11,0.9780581651439786,0.2645081921614077,9780,False
NI,7,11,0.975728226827463,0.2684684753753563,9757,False
NI,8,11,0.9713437574485594,0.20897098584427065,9713,False
NI,9,11,0.9676878069735071,0.23717096973399937,9676,False
NI,10,11,0.964201892827808,0.21105194938252042,9642,False
NI,11,11,0.9608997993425764,0.14553361059579267,9608,False
NI,12,11,0.9571278113983047,0.24612648918902455,9571,False
NI,13,11,0.955486319657099,0.11185121262965039,9554,False
NI,14,11,0.9496840384481713,0.17022971507869789,9496,False
NI,0,12,0.9993801531916037,0.29815473501924805,9993,True
NI,1,12,0.9964115610914647,0.1919341634807293,9964,False
NI,2,12,0.9931736338548993,0.17088072591327372,9931,False
NI,3,12,0.9896550702008429,0.17129084806545436,9896,False
NI,4,12,0.9864101095873219,0.2070221588883102,9864,False
NI,5,12,0.9828383998486616,0.23097518617117743,9828,False
NI,6,12,0.977405285607397,0.139410153884899,9774,False
NI,7,12,0.9758241473913152,0.1845278685130434,9758,False
NI,8,12,0.9705456686952011,0.1755547127709036,9705,False
NI,9,12,0.967681765472115,0.26395509288735575,9676,False
NI,10,12,0.9638744939609023,0.19478804132830574,9638,False
NI,11,12,0.9612681069176091,0.1770740629715248,9612,False
NI,12,12,0.9567244703697633,0.21906746331390728,9567,False
NI,13,12,0.9539688356108744,0.1971113959533976,9539,False
NI,14,12,0.9503175194297242,0.17373442347286355,9503,False
NI,0,13,0.9990177548905296,0.24405928705706234,9990,True
NI,1,13,0.9959279186200014,0.17002420849924205,9959,False
NI,2,13,0.9929746820444888,0.24863645639889964,9929,False
NI,3,13,0.9892467658868132,0.17499795267890322,9892,False
NI,4,13,0.9864576892556757,0.1848005935673364,9864,False
NI,5,13,0.9820160789886405,0.12133627426526965,9820,False
NI,6,13,0.9786298062882539,0.2724215533049099,9786,False
NI,7,13,0.9742732720329618,0.16456399389669032,9742,False
NI,8,13,0.9714100537188525,0.22698677672968592,9714,False
NI,9,13,0.9680082822755426,0.20198162528076272,9680,False
NI,10,13,0.9639552060290871,0.26836473623443596,9639,False
NI,11,13,0.9596597051282938,0.25686177234120455,9596,False
NI,12,13,0.9581553701252309,0.23705091882775417,9581,False
NI,13,13,0.9532763428963467,0.21442373412004814,9532,False
NI,14,13,0.9494198008352156,0.15219408789453673,9494,False
NI,0,14,1.0,0.2291377222848529,10000,True
NI,1,14,0.9966126047485253,0.14030376466906486,9966,False
NI,2,14,0.9940322886836335,0.22856702216334335,9940,False
NI,3,14,0.989227002360475,0.2041533314802857,9892,False
NI,4,14,0.9854093612263036,0.15693926806128217,9854,False
NI,5,14,0.983378946319813,0.1575862005960469,9833,False
NI,6,14,0.9782408225073995,0.18349737427716187,9782,False
NI,7,14,0.9746444121802613,0.20058728653534125,9746,False
NI,8,14,0.9712152182798269,0.19361834091356442,9712,False
NI,9,14,0.967696159612747,0.18838838088524906,9676,False
NI,10,14,0.9635164254773892,0.1844058238746622,9635,False
NI,11,14,0.9606524168100101,0.186351763358971,9606,False
NI,12,14,0.9570126354278854,0.24598935138366695,9570,False
NI,13,14,0.9533156603810498,0.2506172324698473,9533,False
NI,14,14,0.9510060855191873,0.16750651787546134,9510,False
NI,0,15,1.0,0.21210785684264644,10000,True
NI,1,15,0.9964547284551802,0.11915225910441739,9964,False
NI,2,15,0.9933010795504185,0.18123569955860924,9933,False
NI,3,15,0.9898670866974378,0.19923230042807885,9898,False
NI,4,15,0.9862818467546414,0.22566040090284475,9862,False
NI,5,15,0.9825247620730965,0.23131304023365187,9825,False
NI,6,15,0.9785023713806121,0.1818958081880569,9785,False
NI,7,15,0.9752248262435451,0.23491431100336296,9752,False
NI,8,15,0.971425112097771,0.2389170708422609,9714,False
NI,9,15,0.9674879270808154,0.21274898410211335,9674,False
NI,10,15,0.9648580942815643,0.21269856134440313,9648,False
NI,11,15,0.960658473615518,0.24543879167706473,9606,False
NI,12,15,0.9579313746697901,0.22980912821852198,9579,False
NI,13,15,0.9527812202403683,0.1615826208149319,9527,False
NI,14,15,0.9505103940113402,0.17626818783257775,9505,False
NI,0,16,1.0,0.17437238784284786,10000,True
NI,1,16,0.996863401683497,0.22650282871022262,9968,False
NI,2,16,0.992540392749986,0.24292561024128503,9925,False
NI,3,16,0.9897430193932341,0.23005821330192583,9897,False
NI,4,16,0.9858357992032759,0.3852621606651454,9858,False
NI,5,16,0.9814377580763085,0.18580447225514046,9814,False
NI,6,16,0.978575723550385,0.26363598149943,9785,False
NI,7,16,0.9748712676877778,0.2574945380789359,9748,False
NI,8,16,0.9711477687180244,0.22370500983360797,9711,False
NI,9,16,0.9682998579848814,0.17017363141677652,9682,False
NI,10,16,0.964682066009715,0.27286776538300195,9646,False
NI,11,16,0.9606769325345149,0.1520218719782254,9606,False
NI,12,16,0.9570012839310404,0.19686961632393102,9570,False
NI,13,16,0.9540649681550859,0.15649369488333756,9540,False
NI,14,16,0.9503347264653137,0.22934678707833317,9503,False
NI,0,17,1.0,0.2617381438273967,10000,True
NI,1,17,0.996574631115089,0.17338733057856137,9965,False
NI,2,17,0.9928396931459179,0.20353112256916225,9928,False
NI,3,17,0.9890474796471991,0.1282672493752366,9890,False
NI,4,17,0.9857804932295644,0.212869974766988,9857,False
NI,5,17,0.9821243191522131,0.2027047840810677,9821,False
NI,6,17,0.9781250685665309,0.08023887480574499,9781,False
NI,7,17,0.9748730030712138,0.1332350095223528,9748,False
NI,8,17,0.9716117590457136,0.14654835992414603,9716,False
NI,9,17,0.9678353224899138,0.18527967837472017,9678,False
NI,10,17,0.9639170782304418,0.250126703223766,9639,False
NI,11,17,0.9601464103901661,0.08228729776193405,9601,False
NI,12,17,0.9565331199782034,0.2763682160815525,9565,False
NI,13,17,0.9534369221582081,0.2542575683846079,9534,False
NI,14,17,0.9499924735171263,0.2601684006373432,9499,False
NI,0,18,0.9995888411242717,0.2142359168720073,9995,True
NI,1,18,0.9968267606010864,0.13668739556466541,9968,False
NI,2,18,0.9923424331369967,0.18747019949105667,9923,False
NI,3,18,0.9895242736456162,0.16031436635225169,9895,False
NI,4,18,0.9862838490521479,0.24764763801920914,9862,False
NI,5,18,0.9821115132866346,0.22232558772493066,9821,False
NI,6,18,0.9789365191493964,0.2426039786254521,9789,False
NI,7,18,0.9752509560062038,0.1708733307616639,9752,False
NI,8,18,0.9706048760076229,0.2079612280953931,9706,False
NI,9,18,0.9684808971230903,0.2665269290267323,9684,False
NI,10,18,0.9644451186388641,0.17720564031715566,9644,False
NI,11,18,0.9611756165739928,0.14509526531080266,9611,False
NI,12,18,0.9568344395267336,0.12842601929252528,9568,False
NI,13,18,0.9540703525158981,0.11818513162992939,9540,False
NI,14,18,0.9502041590335512,0.3162942921084533,9502,False
NI,0,19,1.0,0.15154931782856196,10000,True
NI,1,19,0.9962195159581001,0.12452185568249559,9962,False
NI,2,19,0.992409674100784,0.16426798588341174,9924,False
NI,3,19,0.9888690639362977,0.2068492545686389,9888,False
NI,4,19,0.9843238912558135,0.13786873339553352,9843,False
NI,5,19,0.9824297787939477,0.3049659318933195,9824,False
NI,6,19,0.9787868221395525,0.15808398256150197,9787,False
NI,7,19,0.9754247883683245,0.25468479474569,9754,False
NI,8,19,0.9710524296543515,0.15700247345861296,9710,False
NI,9,19,0.968663507080445,0.14599990448378602,9686,False
NI,10,19,0.965162182531407,0.22810990706292253,9651,False
NI,11,19,0.961356438280434,0.25068440273968545,9613,False
NI,12,19,0.957665941186121,0.14274315435691792,9576,False
NI,13,19,0.9539334436446145,0.2634708589427632,9539,False
NI,14,19,0.9498799768572306,0.10059651547209025,9498,False
NI,0,20,0.9993444718059953,0.12115569821852945,9993,True
NI,1,20,0.9962370949146717,0.1300206615868031,9962,False
NI,2,20,0.9925431757717931,0.3012293832533216,9925,False
NI,3,20,0.9897072055336722,0.23087855251590855,9897,False
NI,4,20,0.9862811199334482,0.13572732437263074,9862,False
NI,5,20,0.9816714183959607,0.20516368154333697,9816,False
NI,6,20,0.9782378002341325,0.18141529101782125,9782,False
NI,7,20,0.9753104099663116,0.2471806801173169,9753,False
NI,8,20,0.9716968616877847,0.2574632547246156,9716,False
NI,9,20,0.9665261081924418,0.3008079330319441,9665,False
NI,10,20,0.9646941531385889,0.18217889342675,9646,False
NI,11,20,0.9599759703188954,0.19121965782024308,9599,False
NI,12,20,0.9567444887217096,0.2605491250945905,9567,False
NI,13,20,0.9539110506683155,0.16773228095226198,9539,False
NI,14,20,0.9492998637257778,0.1876166219058785,9492,False
NI,0,21,1.0,0.22729326207690803,10000,True
NI,1,21,0.995726976421505,0.17372839198360612,9957,False
NI,2,21,0.9933471486500526,0.1934119583958075,9933,False
NI,3,21,0.9892598437989815,0.29447870358444383,9892,False
NI,4,21,0.9851803679626854,0.2561895540694064,9851,False
NI,5,21,0.9819310900755234,0.18164996714788362,9819,False
NI,6,21,0.9786641544122048,0.21583592182902026,9786,False
NI,7,21,0.9753059151520701,0.19205255938750673,9753,False
NI,8,21,0.9717665175580102,0.20683702084424166,9717,False
NI,9,21,0.967582467324176,0.1378579417558728,9675,False
NI,10,21,0.9646024884350977,0.21527395001075686,9646,False
NI,11,21,0.9603827961430016,0.12916084955998325,9603,False
NI,12,21,0.9568497752806122,0.10223268067399155,9568,False
NI,13,21,0.9540590469357116,0.19449148204975192,9540,False
NI,14,21,0.9501316977817897,0.1797718769974075,9501,False
NI,0,22,1.0,0.23504755604748914,10000,True
NI,1,22,0.9962432763970972,0.1828775404030016,9962,False
NI,2,22,0.9925446547267724,0.1925853000479304,9925,False
NI,3,22,0.989478243931816,0.21745780271736637,9894,False
NI,4,22,0.9855794348330015,0.2725130830048995,9855,False
NI,5,22,0.9811379588988681,0.1706682200143351,9811,False
NI,6,22,0.9789158643052356,0.270388680109242,9789,False
NI,7,22,0.9750983550278318,0.2748545911668305,9750,False
NI,8,22,0.972284291582214,0.182169216643614,9722,False
NI,9,22,0.9674355668939512,0.15683402795161366,9674,False
NI,10,22,0.9635724772578674,0.13856734580970576,9635,False
NI,11,22,0.9602405740097519,0.14168433843614897,9602,False
NI,12,22,0.9576555655295844,0.1776823558719487,9576,False
NI,13,22,0.9528772282105594,0.1805647311470344,9528,False
NI,14,22,0.950125198726952,0.18694360834825074,9501,False
NI,0,23,0.9998914396183309,0.1085658293477608,9998,True
NI,1,23,0.9968835986808777,0.18241800974377054,9968,False
NI,2,23,0.9922068023451794,0.19465754183756107,9922,False
NI,3,23,0.9890376912434206,0.2061237204232831,9890,False
NI,4,23,0.9869921116858678,0.1626046328758669,9869,False
NI,5,23,0.9825155922735044,0.18359730400040133,9825,False
NI,6,23,0.978376619389464,0.26279016453250004,9783,False
NI,7,23,0.9750908879341587,0.2806184401571241,9750,False
NI,8,23,0.9714028335475934,0.2682801919351312,9714,False
NI,9,23,0.9676898134136794,0.16574017711854588,9676,False
NI,10,23,0.9645045421359387,0.20591155462465188,9645,False
NI,11,23,0.9600454303876097,0.20995384741192788,9600,False
NI,12,23,0.9567620497605653,0.24084499185215447,9567,False
NI,13,23,0.9532395140123553,0.18180486854902322,9532,False
NI,14,23,0.9494875089554915,0.25022179822852664,9494,False
NI,0,24,1.0,0.3138181887376859,10000,True
NI,1,24,0.9970586919695197,0.17793507885298065,9970,False
NI,2,24,0.9920817548589299,0.1686216296503896,9920,False
NI,3,24,0.9892070220375887,0.10988846234968558,9892,False
NI,4,24,0.9852895944477027,0.25079675119133343,9852,False
NI,5,24,0.9817134069320563,0.15630269193896,9817,False
NI,6,24,0.9788306302465237,0.17291360827975716,9788,False
NI,7,24,0.9750060091265604,0.21961727575817908,9750,False
NI,8,24,0.9711193192990396,0.2385871284290587,9711,False
NI,9,24,0.968202590505372,0.21625756376961203,9682,False
NI,10,24,0.9650413611576109,0.24396207804643139,9650,False
NI,11,24,0.9605782001007958,0.16188621447047594,9605,False
NI,12,24,0.9572203389586209,0.19654031474922662,9572,False
NI,13,24,0.9535420483842425,0.17203156917797718,9535,False
NI,14,24,0.9500205190587563,0.278110303629046,9500,False
NI,0,25,1.0,0.2068530462130025,10000,True
NI,1,25,0.9970475704845994,0.23635413594409854,9970,False
NI,2,25,0.9926935901630676,0.19734527395840895,9926,False
NI,3,25,0.9897361180529237,0.21196798098172054,9897,False
NI,4,25,0.9859273999381623,0.13732620493219072,9859,False
NI,5,25,0.9818796674135128,0.19712803500318105,9818,False
NI,6,25,0.9791372740965154,0.2945438320701792,9791,False
NI,7,25,0.9745497537998392,0.16894846664284566,9745,False
NI,8,25,0.9716521405649946,0.3063436698197229,9716,False
NI,9,25,0.9673590305779416,0.10186130212318655,9673,False
NI,10,25,0.9643677688067995,0.13254898843380003,9643,False
NI,11,25,0.9609980652168992,0.23906034553217903,9609,False
NI,12,25,0.9570327814492233,0.17751975990975288,9570,False
NI,13,25,0.9532152336205592,0.20324868465395912,9532,False
NI,14,25,0.9493408632948275,0.176969081859904,9493,False
NI,0,26,0.999634847232113,0.2138141774122771,9996,True
NI,1,26,0.9966027987506797,0.27049029650885337,9966,False
NI,2,26,0.992367255843928,0.18271790600124227,9923,False
NI,3,26,0.9897534941721742,0.22369026872110284,9897,False
NI,4,26,0.9853840431068555,0.13385969621589083,9853,False
NI,5,26,0.983068014600594,0.12036732789617864,9830,False
NI,6,26,0.9779474322710662,0.20935442232291268,9779,False
NI,7,26,0.975480446268701,0.15615060343421683,9754,False
NI,8,26,0.9717696949207599,0.14953172743373894,9717,False
NI,9,26,0.9682577041512878,0.24065996956481736,9682,False
NI,10,26,0.9638468339473585,0.24389587567038015,9638,False
NI,11,26,0.9602238243196314,0.07596666862790334,9602,False
NI,12,26,0.9570692315326227,0.2192853842549765,9570,False
NI,13,26,0.9539508842837406,0.25367381038657166,9539,False
NI,14,26,0.9494800701920604,0.19944733622092828,9494,False
NI,0,27,0.9997792803334425,0.19936667578556833,9997,True
NI,1,27,0.9975789755404496,0.1904237068724846,9975,False
NI,2,27,0.9923670273340814,0.18721722773445232,9923,False
NI,3,27,0.9897084615120949,0.22423697057492714,9897,False
NI,4,27,0.9862344536161248,0.2924201195404128,9862,False
NI,5,27,0.9830457577246245,0.159865091731393,9830,False
NI,6,27,0.9789460826732962,0.11256016996919427,9789,False
NI,7,27,0.9755458977722291,0.12258381890907116,9755,False
NI,8,27,0.9706567062915168,0.19051911308634634,9706,False
NI,9,27,0.9683227322424497,0.15304754328353923,9683,False
NI,10,27,0.9640210629121287,0.15825358564145794,9640,False
NI,11,27,0.9607881836584042,0.2460879729556477,9607,False
NI,12,27,0.9571515220136056,0.16896744006644784,9571,False
NI,13,27,0.9543383917808531,0.2509129834610167,9543,False
NI,14,27,0.9496084064513682,0.15533093980485677,9496,False
NI,0,28,0.9997969451191216,0.24901613626544444,9997,True
NI,1,28,0.9951330473372498,0.26547650309613474,9951,False
NI,2,28,0.9926781386002992,0.13878507703983367,9926,False
NI,3,28,0.9893566231337813,0.2140641751382848,9893,False
NI,4,28,0.9861497100926224,0.2573329855956383,9861,False
NI,5,28,0.9823158108014983,0.22529000488170736,9823,False
NI,6,28,0.9786035772928809,0.23325247351704892,9786,False
NI,7,28,0.9746948138120389,0.1804046447812511,9746,False
NI,8,28,0.9706449952627664,0.2825583761412789,9706,False
NI,9,28,0.9675414992919055,0.2537753746491525,9675,False
NI,10,28,0.9649150927365372,0.12272058003916612,9649,False
NI,11,28,0.9607825415380316,0.23282220699186756,9607,False
NI,12,28,0.9568671588896721,0.13163376131256316,9568,False
NI,13,28,0.9543132093970542,0.23241050277921949,9543,False
NI,14,28,0.9500206659732837,0.14769751801452885,9500,False
NI,0,29,0.9994925837283427,0.20836975536834407,9994,True
NI,1,29,0.9961959688467111,0.2109557409999264,9961,False
NI,2,29,0.9930436188623072,0.17743751383900078,9930,False
NI,3,29,0.990132491305805,0.16223931454886426,9901,False
NI,4,29,0.9852398209133584,0.22099084194922045,9852,False
NI,5,29,0.9823836773494341,0.14992396483540926,9823,False
NI,6,29,0.9783998199317392,0.12297949338322495,9783,False
NI,7,29,0.9747174814031698,0.24014434038499366,9747,False
NI,8,29,0.970781610240512,0.14543045303474866,9707,False
NI,9,29,0.9674426651143655,0.257038095500866,9674,False
NI,10,29,0.9647854917472592,0.09512456306856994,9647,False
NI,11,29,0.9598208610683285,0.20441912067813756,9598,False
NI,12,29,0.9563389495899614,0.2603550496552736,9563,False
NI,13,29,0.9524717317791143,0.1624052247092816,9524,False
NI,14,29,0.9501039338100649,0.2736746825369758,9501,False
NI,0,30,0.9999978867368087,0.21582329775306952,9999,True
NI,1,30,0.996517312090211,0.2470322279579971,9965,False
NI,2,30,0.9930110692029859,0.23688684862371556,9930,False
NI,3,30,0.9896644720108922,0.2544790753060675,9896,False
NI,4,30,0.9846276086276345,0.12393845096708422,9846,False
NI,5,30,0.9824811790205419,0.29818298675219734,9824,False
NI,6,30,0.9787340382322105,0.1871108934683129,9787,False
NI,7,30,0.9754926834163475,0.2660723036453133,9754,False
NI,8,30,0.9717653391265698,0.19821812060643518,9717,False
NI,9,30,0.9678818835374007,0.21315269598543388,9678,False
NI,10,30,0.9649483720359517,0.2210387750228803,9649,False
NI,11,30,0.9609312238322039,0.24779059950877438,9609,False
NI,12,30,0.957118124099695,0.21288524724376015,9571,False
NI,13,30,0.9545537661250074,0.168211249755168,9545,False
NI,14,30,0.949714875239029,0.15704109386678944,9497,False
NI,0,31,1.0,0.21877747161456867,10000,True
NI,1,31,0.995470136654656,0.24820973236036903,9954,False
NI,2,31,0.9923161317972146,0.22250778821573292,9923,False
NI,3,31,0.9893493419918405,0.058326357376713045,9893,False
NI,4,31,0.9845307554096608,0.14392033828936346,9845,False
