scenario,trust_bin,income_bin,adoption_rate,std_dev,ci_lower,ci_upper,n_replications,n_samples
NI,0.125,42.5,0.16690766926897208,0.04596789582540282,0.15778664145677712,0.17602869708116703,100,500
NI,0.125,47.5,0.17513772310771125,0.05194671632952826,0.16483036759608496,0.18544507861933754,100,500
NI,0.125,52.5,0.17227119688678175,0.051948835049440756,0.16196342097515887,0.18257897279840463,100,500
NI,0.125,57.5,0.15919393745080027,0.04938792158681429,0.1493943023295664,0.16899357257203412,100,500
NI,0.125,62.5,0.16962879908470885,0.04966750721105005,0.15977368810997433,0.17948391005944336,100,500
NI,0.125,67.5,0.16983720049668669,0.046343249441190996,0.16064169438376605,0.17903270660960732,100,500
NI,0.125,72.5,0.1662037099129859,0.04854133889698615,0.15657205516415312,0.17583536466181865,100,500
NI,0.125,77.5,0.17025140163877495,0.05007447941028904,0.16031553855038813,0.18018726472716176,100,500
NI,0.125,82.5,0.17331376909097446,0.046957886050558874,0.16399630574012125,0.18263123244182766,100,500
NI,0.125,87.5,0.1714772978896786,0.04384114104023803,0.16277826436712628,0.18017633141223094,100,500
NI,0.125,92.5,0.16665031059925814,0.04765433559178999,0.15719465654984682,0.17610596464866946,100,500
NI,0.125,97.5,0.1776941078079106,0.046256923131863296,0.16851573070762285,0.18687248490819833,100,500
NI,0.175,2.5,0.17211038026873332,0.048771865250184294,0.16243298409012202,0.18178777644734462,100,500
NI,0.175,7.5,0.17260314602060184,0.05130317052902548,0.16242348395761855,0.18278280808358513,100,500
NI,0.175,12.5,0.17631262995277264,0.05319117487066203,0.1657583468678696,0.18686691303767566,100,500
NI,0.175,17.5,0.18408949305622332,0.059248449690124716,0.17233331523364784,0.1958456708787988,100,500
NI,0.175,22.5,0.17214852042010642,0.05509050986701816,0.16121736806556705,0.1830796727746458,100,500
NI,0.175,27.5,0.17936645436085882,0.053530794926670906,0.1687447832887353,0.18998812543298235,100,500
NI,0.175,32.5,0.17413424679653766,0.052317009116811475,0.1637534171623565,0.18451507643071882,100,500
NI,0.175,37.5,0.18431737896887618,0.052119190349579306,0.17397580086982187,0.1946589570679305,100,500
NI,0.175,42.5,0.17315170083653114,0.053235692742809745,0.16258858443997207,0.18371481723309022,100,500
NI,0.175,47.5,0.17591998431839678,0.043984962350827404,0.16719241352759848,0.1846475551091951,100,500
NI,0.175,52.5,0.17720265213977027,0.056544396163409526,0.1659830172017443,0.18842228707779624,100,500
NI,0.175,57.5,0.17208913920947944,0.050251447753893105,0.16211816176236668,0.1820601166565922,100,500
NI,0.175,62.5,0.16859689318655302,0.04734250677757409,0.1592031127390553,0.17799067363405074,100,500
NI,0.175,67.5,0.17130039118417786,0.053543784534857676,0.16067614269197855,0.18192463967637718,100,500
NI,0.175,72.5,0.1855065790354883,0.049073436042797985,0.17576934466899863,0.195243813401978,100,500
NI,0.175,77.5,0.1762085061187802,0.05665356337251449,0.16496721003806872,0.18744980219949167,100,500
NI,0.175,82.5,0.17736558741786582,0.04804756078277188,0.16783190895948386,0.18689926587624778,100,500
NI,0.175,87.5,0.17608771824644903,0.044258931155121424,0.16730578610108426,0.1848696503918138,100,500
NI,0.175,92.5,0.1789565252423017,0.05412064157225067,0.16821781579888317,0.18969523468572025,100,500
NI,0.175,97.5,0.17339954347841222,0.051697347308938664,0.16314166819056944,0.183657418766255,100,500
NI,0.22499999999999998,2.5,0.19273174280527341,0.050920298371646376,0.18262805088478334,0.20283543472576349,100,500
NI,0.22499999999999998,7.5,0.1812719984624406,0.05382270734156481,0.17059240563411823,0.19195159129076297,100,500
NI,0.22499999999999998,12.5,0.19410210072665054,0.04565426198973147,0.18504330467178617,0.20316089678151492,100,500
NI,0.22499999999999998,17.5,0.186676262167892,0.05506541096435706,0.17575008998016506,0.19760243435561892,100,500
NI,0.22499999999999998,22.5,0.1897942603790688,0.04747222916582629,0.18037474019539507,0.19921378056274253,100,500
NI,0.22499999999999998,27.5,0.17600941671209053,0.049544777482439344,0.16617865797815234,0.1858401754460287,100,500
NI,0.22499999999999998,32.5,0.17541086956428495,0.04953291220331822,0.1655824651591434,0.1852392739694265,100,500
NI,0.22499999999999998,37.5,0.17316364144000468,0.04776549349719953,0.16368593125057257,0.1826413516294368,100,500
NI,0.22499999999999998,42.5,0.17816601313971664,0.05889791011155374,0.16647938997453868,0.1898526363048946,100,500
NI,0.22499999999999998,47.5,0.18362237042136445,0.05212152017118481,0.17328033003515778,0.19396441080757112,100,500
NI,0.22499999999999998,52.5,0.18804901899002857,0.05046363129239802,0.17803593972552256,0.19806209825453458,100,500
NI,0.22499999999999998,57.5,0.17923130852645797,0.04417553875612538,0.1704659232422647,0.18799669381065123,100,500
NI,0.22499999999999998,62.5,0.1816708515232691,0.05223867866854791,0.1713055643494143,0.19203613869712388,100,500
NI,0.22499999999999998,67.5,0.18086408012536448,0.05411612413358984,0.17012626703978276,0.1916018932109462,100,500
NI,0.22499999999999998,72.5,0.18984833723423292,0.047622000141884974,0.1803990992396052,0.19929757522886063,100,500
NI,0.22499999999999998,77.5,0.17836733078942374,0.053463868002409765,0.16775893947106332,0.18897572210778416,100,500
NI,0.22499999999999998,82.5,0.18138605304197136,0.05016957882203557,0.17143132016709797,0.19134078591684475,100,500
NI,0.22499999999999998,87.5,0.18373690516068653,0.05200773529180415,0.1734174421631291,0.19405636815824395,100,500
NI,0.22499999999999998,92.5,0.1868190518262037,0.048813096145798936,0.17713347454339196,0.19650462910901545,100,500
NI,0.22499999999999998,97.5,0.18020802870868352,0.052087640237306936,0.1698727108363885,0.19054334658097855,100,500
NI,0.27499999999999997,2.5,0.1881189675959437,0.05011159755193242,0.1781757394629712,0.19806219572891623,100,500
NI,0.27499999999999997,7.5,0.19133313322882928,0.05261628328486425,0.18089292110690822,0.20177334535075034,100,500
NI,0.27499999999999997,12.5,0.18940354530984607,0.048857486850540956,0.17970915994815048,0.19909793067154166,100,500
NI,0.27499999999999997,17.5,0.1893232355522468,0.055321898717581225,0.1783461706297397,0.20030030047475392,100,500
NI,0.27499999999999997,22.5,0.18797900964280664,0.05553629409539767,0.1769594040260007,0.1989986152596126,100,500
NI,0.27499999999999997,27.5,0.19777349765912514,0.048932371757428025,0.1880642535072638,0.20748274181098647,100,500
NI,0.27499999999999997,32.5,0.19136624357135076,0.04984815397411812,0.18147528835966475,0.20125719878303677,100,500
NI,0.27499999999999997,37.5,0.1950315621534327,0.05808110787247843,0.1835070102731351,0.2065561140337303,100,500
NI,0.27499999999999997,42.5,0.18165945428211241,0.04232729904170238,0.1732607998551001,0.19005810870912473,100,500
NI,0.27499999999999997,47.5,0.18952661444025956,0.04910911974104654,0.17978229965387413,0.199270929226645,100,500
NI,0.27499999999999997,52.5,0.19147678134979323,0.05035322682276688,0.18148560872730365,0.20146795397228281,100,500
NI,0.27499999999999997,57.5,0.18620777850184186,0.04697086011464383,0.17688774081519992,0.1955278161884838,100,500
NI,0.27499999999999997,62.5,0.20334202355010653,0.05027421258947743,0.1933665290657273,0.21331751803448576,100,500
NI,0.27499999999999997,67.5,0.19172764406689782,0.05029466703906854,0.18174809097595734,0.2017071971578383,100,500
NI,0.27499999999999997,72.5,0.1895650353060854,0.052323338743037656,0.17918294973673876,0.19994712087543204,100,500
NI,0.27499999999999997,77.5,0.18911784469026394,0.05209900973583133,0.17878027086279868,0.1994554185177292,100,500
NI,0.27499999999999997,82.5,0.19076235218823218,0.04400652444871613,0.18203050300941978,0.19949420136704457,100,500
NI,0.27499999999999997,87.5,0.1916754926669697,0.047022769707883105,0.18234515499084264,0.20100583034309677,100,500
NI,0.27499999999999997,92.5,0.19516901599421538,0.05280726905281696,0.18469090815246744,0.2056471238359633,100,500
NI,0.27499999999999997,97.5,0.1943678207925028,0.04499092818262591,0.1854406445560952,0.2032949970289104,100,500
NI,0.325,2.5,0.20221427835755573,0.051812793216354104,0.19193349609706534,0.21249506061804613,100,500
NI,0.325,7.5,0.19144622078621454,0.04968692243558933,0.1815872574097152,0.20130518416271387,100,500
NI,0.325,12.5,0.194603868988149,0.048144633979522865,0.18505092910151397,0.20415680887478402,100,500
NI,0.325,17.5,0.20166831203992394,0.055995815194737425,0.19055752746762938,0.2127790966122185,100,500
NI,0.325,22.5,0.1935992444990611,0.050361287238941496,0.18360647251513054,0.20359201648299166,100,500
NI,0.325,27.5,0.20678600301546254,0.05020501666420554,0.1968242385038733,0.2167477675270518,100,500
NI,0.325,32.5,0.19594940303960443,0.056226660102176126,0.18479281382945895,0.2071059922497499,100,500
NI,0.325,37.5,0.198317765681342,0.0483368079388603,0.18872669431193137,0.2079088370507526,100,500
NI,0.325,42.5,0.1952457783364655,0.0469241264414204,0.1859350136244852,0.2045565430484458,100,500
NI,0.325,47.5,0.19614909142682962,0.05517215240453333,0.18520173942160006,0.20709644343205919,100,500
NI,0.325,52.5,0.19901380082557477,0.05130285073540725,0.18883420221658329,0.20919339943456625,100,500
NI,0.325,57.5,0.2045763991100364,0.050115746722626385,0.1946323476915813,0.21452045052849147,100,500
NI,0.325,62.5,0.1978053508635473,0.05252442799599853,0.18738336482375156,0.20822733690334305,100,500
NI,0.325,67.5,0.2101226664468512,0.04772576741225389,0.2006528387745357,0.2195924941191667,100,500
NI,0.325,72.5,0.21056236378726653,0.048645166455048565,0.20091010739835966,0.2202146201761734,100,500
NI,0.325,77.5,0.1979624969848354,0.048341824602358106,0.18837043020054955,0.20755456376912124,100,500
NI,0.325,82.5,0.20252273762771128,0.05086677563277527,0.19242966577979714,0.21261580947562542,100,500
NI,0.325,87.5,0.19930985017530817,0.05388690772494338,0.18861751859808648,0.21000218175252985,100,500
NI,0.325,92.5,0.20487728119929915,0.05197583919115514,0.19456414708010122,0.21519041531849709,100,500
NI,0.325,97.5,0.19547765015337515,0.048732020998989746,0.1858081599386279,0.2051471403681224,100,500
NI,0.375,2.5,0.21439651160937537,0.05026878859492796,0.20442209336318912,0.22437092985556162,100,500
NI,0.375,7.5,0.19550920465994617,0.051483007523517005,0.18529385903566503,0.20572455028422731,100,500
NI,0.375,12.5,0.20555097517055174,0.05061776346166167,0.19550731273974314,0.21559463760136033,100,500
NI,0.375,17.5,0.21523263104978113,0.04510938902084951,0.20628194961304422,0.22418331248651804,100,500
NI,0.375,22.5,0.20775520215251167,0.04859227049319039,0.19811344147002333,0.217396962835,100,500
NI,0.375,27.5,0.20718706020519398,0.05054824556542581,0.19715719163319984,0.21721692877718812,100,500
NI,0.375,32.5,0.21828199522250846,0.04911312907689665,0.20853688489690722,0.2280271055481097,100,500
NI,0.375,37.5,0.19988652110126442,0.048997917781800765,0.19016427119613666,0.2096087710063922,100,500
NI,0.375,42.5,0.2012193098194343,0.04459062416750515,0.19237156258428267,0.21006705705458595,100,500
NI,0.375,47.5,0.19822240251528483,0.04845347744471043,0.18860818138475102,0.20783662364581865,100,500
NI,0.375,52.5,0.2123944674246097,0.05120351777664183,0.20223457862968083,0.2225543562195386,100,500
NI,0.375,57.5,0.2102623748372818,0.05042208268747994,0.2002575397173948,0.2202672099571688,100,500
NI,0.375,62.5,0.20695134990053074,0.046325440844761874,0.1977593773995018,0.21614332240155967,100,500
NI,0.375,67.5,0.20577476499789557,0.05222381086853223,0.19541242791812308,0.21613710207766806,100,500
NI,0.375,72.5,0.21120804321310896,0.05937444928680051,0.19942686433697274,0.22298922208924518,100,500
NI,0.375,77.5,0.20764650058135165,0.053279496698253284,0.19707469252969914,0.21821830863300415,100,500
NI,0.375,82.5,0.20426357398387943,0.05458861205093541,0.1934320090447997,0.21509513892295914,100,500
NI,0.375,87.5,0.21785204263768526,0.04474244423326329,0.20897417100772797,0.22672991426764255,100,500
NI,0.375,92.5,0.20758794479795867,0.05126825492359271,0.19741521074859256,0.21776067884732478,100,500
NI,0.375,97.5,0.20445960246603234,0.04803529248710243,0.19492835830367372,0.21399084662839096,100,500
NI,0.425,2.5,0.21081028890411982,0.047085144673786605,0.2014675746815232,0.22015300312671643,100,500
NI,0.425,7.5,0.2150324904430983,0.051294521316454275,0.2048545445715351,0.2252104363146615,100,500
NI,0.425,12.5,0.21275170784340539,0.05280948638108333,0.20227316003562415,0.22323025565118662,100,500
NI,0.425,17.5,0.21958440981404054,0.05051735566543606,0.2095606704683654,0.22960814915971567,100,500
NI,0.425,22.5,0.21611623668792032,0.05331374172453107,0.2055376336801033,0.22669483969573734,100,500
NI,0.425,27.5,0.2160688953233442,0.05388798131916483,0.20537635072173718,0.2267614399249512,100,500
NI,0.425,32.5,0.21978180456945126,0.04904510531244613,0.21005019163450284,0.22951341750439969,100,500
NI,0.425,37.5,0.20542878095844216,0.04779599373605065,0.19594501885991472,0.2149125430569696,100,500
NI,0.425,42.5,0.2118250112159884,0.05165497364250593,0.20157554378286896,0.22207447864910784,100,500
NI,0.425,47.5,0.21228101795589102,0.05058654508295237,0.2022435499287058,0.22231848598307624,100,500
NI,0.425,52.5,0.20758525311283157,0.049019808752024566,0.1978586595642835,0.21731184666137965,100,500
NI,0.425,57.5,0.21528937136955117,0.05027836182245929,0.2053130535873301,0.22526568915177225,100,500
NI,0.425,62.5,0.22248421107375882,0.055776792739559745,0.21141688530829672,0.23355153683922092,100,500
NI,0.425,67.5,0.21556551061630028,0.04199921393368113,0.2072319553925753,0.22389906584002525,100,500
NI,0.425,72.5,0.21863776013433917,0.0501723754871327,0.20868247234043644,0.2285930479282419,100,500
NI,0.425,77.5,0.21129929803627928,0.0536925668813757,0.20064552789867535,0.22195306817388322,100,500
NI,0.425,82.5,0.21816027331489843,0.05031274962578757,0.20817713224644846,0.2281434143833484,100,500
NI,0.425,87.5,0.22121149479606436,0.04989494070313321,0.21131125608229662,0.2311117335098321,100,500
NI,0.425,92.5,0.21304539247095358,0.04977619031216535,0.20316871641106152,0.22292206853084565,100,500
NI,0.425,97.5,0.2164406616323554,0.048570596199194245,0.20680320160002297,0.22607812166468783,100,500
NI,0.475,2.5,0.21953972988361314,0.05518237873492008,0.20859034875257307,0.23048911101465322,100,500
NI,0.475,7.5,0.21956560770116645,0.04720040368109575,0.21020002359095816,0.22893119181137475,100,500
NI,0.475,12.5,0.22470427383942954,0.04837506600545736,0.21510561123959154,0.23430293643926753,100,500
NI,0.475,17.5,0.22124327591178605,0.047090671164848885,0.21189946511346464,0.23058708671010747,100,500
NI,0.475,22.5,0.2245421156496583,0.05122130249339307,0.21437869798108386,0.23470553331823277,100,500
NI,0.475,27.5,0.22039297633873303,0.04867440158360537,0.21073491906605996,0.2300510336114061,100,500
NI,0.475,32.5,0.22384212579951104,0.04495444657386677,0.21492218830575527,0.23276206329326682,100,500
NI,0.475,37.5,0.22265702337052937,0.05100330807796018,0.21253686052339854,0.2327771862176602,100,500
NI,0.475,42.5,0.21737549868293662,0.04988159911601592,0.20747790722950069,0.22727309013637256,100,500
NI,0.475,47.5,0.22243963491267857,0.05255959564217457,0.2120106708489141,0.23286859897644305,100,500
NI,0.475,52.5,0.2140847691016092,0.05049989410883614,0.2040644945075946,0.2241050436956238,100,500
NI,0.475,57.5,0.22215207845801388,0.05098388081275831,0.21203577040177654,0.23226838651425122,100,500
NI,0.475,62.5,0.22300756615091624,0.04843841451168614,0.21339633383308707,0.23261879846874542,100,500
NI,0.475,67.5,0.22065017387888056,0.04851499146818889,0.2110237470315326,0.23027660072622852,100,500
NI,0.475,72.5,0.22337839950411292,0.05349563958507371,0.2127637040144627,0.23399309499376314,100,500
NI,0.475,77.5,0.218039466028478,0.04572689878829203,0.20896625725691292,0.2271126748000431,100,500
NI,0.475,82.5,0.22657978329393352,0.05079462093645254,0.21650102850317682,0.23665853808469023,100,500
NI,0.475,87.5,0.2238094652085733,0.05098988357198553,0.21369196607467453,0.2339269643424721,100,500
NI,0.475,92.5,0.22450142996526318,0.0455460792849661,0.21546409970606437,0.233538760224462,100,500
NI,0.475,97.5,0.21885555753584804,0.049432992747838585,0.20904697931844132,0.22866413575325475,100,500
NI,0.5249999999999999,2.5,0.22820136036636554,0.05183078952536027,0.2179170072477357,0.2384857134849954,100,500
NI,0.5249999999999999,7.5,0.2293766944531007,0.050791919597204256,0.2192984756666568,0.23945491323954457,100,500
NI,0.5249999999999999,12.5,0.22996967057259687,0.051058172751094255,0.21983862138401888,0.24010071976117486,100,500
NI,0.5249999999999999,17.5,0.2255712450436734,0.04979342513340069,0.2156911492213362,0.2354513408660106,100,500
NI,0.5249999999999999,22.5,0.23384409407110712,0.04670150603533977,0.2245775020774765,0.24311068606473774,100,500
NI,0.5249999999999999,27.5,0.22802805580882204,0.05030961698359126,0.21804553632454696,0.23801057529309713,100,500
NI,0.5249999999999999,32.5,0.22384768702805993,0.04918402286103667,0.21408850983763397,0.2336068642184859,100,500
NI,0.5249999999999999,37.5,0.22840362472654316,0.04819480380351971,0.21884073005838525,0.23796651939470106,100,500
NI,0.5249999999999999,42.5,0.22585662523500186,0.03916328664648511,0.21808577951092692,0.2336274709590768,100,500
NI,0.5249999999999999,47.5,0.22425621350694463,0.046126221774316405,0.21510377039157988,0.2334086566223094,100,500
NI,0.5249999999999999,52.5,0.2294767419372185,0.048468899020963636,0.21985946083138264,0.23909402304305438,100,500
NI,0.5249999999999999,57.5,0.2396298513078861,0.0466423175936059,0.23037500358519766,0.24888469903057456,100,500
NI,0.5249999999999999,62.5,0.23498801304971978,0.052613789520451225,0.22454829574476087,0.24542773035467869,100,500
NI,0.5249999999999999,67.5,0.2209033845990486,0.0441120977842663,0.21215058738003362,0.22965618181806358,100,500
NI,0.5249999999999999,72.5,0.2273975541108944,0.04687702226449481,0.21809613588954835,0.23669897233224046,100,500
NI,0.5249999999999999,77.5,0.22784976489501169,0.04789741553468937,0.2183458785112731,0.23735365127875027,100,500
NI,0.5249999999999999,82.5,0.2311190927602203,0.04607810689591419,0.2219761966805901,0.2402619888398505,100,500
NI,0.5249999999999999,87.5,0.2227814394874572,0.04670329890417089,0.21351449174975393,0.2320483872251605,100,500
NI,0.5249999999999999,92.5,0.23255476650366508,0.053897397580029295,0.22186035351161537,0.24324917949571478,100,500
NI,0.5249999999999999,97.5,0.22768578334274042,0.043529266083648085,0.21904863257774979,0.23632293410773106,100,500
NI,0.575,2.5,0.2371769708540986,0.04785336215890853,0.22768182561585956,0.24667211609233766,100,500
NI,0.575,7.5,0.23241375112362878,0.04394380532539514,0.2236943467795841,0.24113315546767344,100,500
NI,0.575,12.5,0.23743914863069698,0.051203772697704174,0.22727920925389877,0.2475990880074952,100,500
NI,0.575,17.5,0.2465691234838026,0.046621749893353624,0.23731835683906358,0.25581989012854167,100,500
NI,0.575,22.5,0.23572199885090395,0.053783529700803495,0.22505017971647345,0.24639381798533444,100,500
NI,0.575,27.5,0.2301807327115502,0.051194446365781486,0.22002264388134163,0.24033882154175878,100,500
NI,0.575,32.5,0.23841009966455623,0.04817715916822947,0.22885070607484295,0.2479694932542695,100,500
NI,0.575,37.5,0.23849365951810841,0.05507536603158055,0.22756551202906766,0.24942180700714917,100,500
NI,0.575,42.5,0.23320555962070733,0.0524571213322327,0.22279692868323095,0.2436141905581837,100,500
NI,0.575,47.5,0.2321109797709299,0.045100593379981756,0.2231620435801639,0.2410599159616959,100,500
NI,0.575,52.5,0.25077256701307177,0.04884776888374259,0.24108010990682172,0.2604650241193218,100,500
NI,0.575,57.5,0.2352095168355247,0.051249732068870124,0.22504045812239168,0.24537857554865775,100,500
NI,0.575,62.5,0.22307362365513728,0.04816723107203595,0.21351620001510033,0.23263104729517423,100,500
NI,0.575,67.5,0.23808966322464678,0.05462923986135101,0.22725003684655412,0.24892928960273944,100,500
NI,0.575,72.5,0.22871483395565273,0.047334984100203634,0.2193225461705509,0.23810712174075455,100,500
NI,0.575,77.5,0.23540820364751686,0.04496437459263646,0.2264862962194473,0.24433011107558641,100,500
NI,0.575,82.5,0.234046765520587,0.0494698464516683,0.22423087472879383,0.2438626563123802,100,500
NI,0.575,87.5,0.24078255997100798,0.05515361825772501,0.2298388855426063,0.25172623439940967,100,500
NI,0.575,92.5,0.23835340098993618,0.049119578613586116,0.2286070109363321,0.24809979104354027,100,500
NI,0.575,97.5,0.2325425395852832,0.052108499893049276,0.22220308270473552,0.2428819964658309,100,500
NI,0.625,2.5,0.2471577368367587,0.04998730188262257,0.23723917166119055,0.25707630201232684,100,500
NI,0.625,7.5,0.23368412897787785,0.048571502593521984,0.22404648909724642,0.24332176885850929,100,500
NI,0.625,12.5,0.24375377011076577,0.04248745205922334,0.23532333785053342,0.2521842023709981,100,500
NI,0.625,17.5,0.23658313893496058,0.05231758612393111,0.22620219481004863,0.24696408305987252,100,500
NI,0.625,22.5,0.24546308562601737,0.04968278290690386,0.23560494362181691,0.2553212276302178,100,500
NI,0.625,27.5,0.24369299095553945,0.04859960217908887,0.2340497755075068,0.2533362064035721,100,500
NI,0.625,32.5,0.24547809957538572,0.051939097055028964,0.2351722558931214,0.25578394325765,100,500
NI,0.625,37.5,0.2459092896075867,0.049253031915816814,0.2361364195235305,0.2556821596916429,100,500
NI,0.625,42.5,0.24194692945215984,0.0564291197313563,0.2307501678591928,0.25314369104512685,100,500
NI,0.625,47.5,0.2395863909983887,0.047212677322878295,0.23021837153137223,0.24895441046540515,100,500
NI,0.625,52.5,0.24149183167783903,0.04779499231998619,0.23200826828198462,0.25097539507369343,100,500
NI,0.625,57.5,0.2381418388301862,0.05636249426663142,0.2269582971748701,0.2493253804855023,100,500
NI,0.625,62.5,0.23781268092058494,0.04467869409935496,0.22894745870026384,0.24667790314090604,100,500
NI,0.625,67.5,0.24058150417453536,0.04517414899427411,0.2316179729540936,0.24954503539497713,100,500
NI,0.625,72.5,0.2428231506145483,0.047790557845174206,0.2333404671147032,0.2523058341143934,100,500
NI,0.625,77.5,0.255189086024079,0.05118547670328189,0.24503277696950856,0.2653453950786495,100,500
NI,0.625,82.5,0.24764119721315705,0.05177935226423469,0.23736705036307365,0.25791534406324046,100,500
NI,0.625,87.5,0.24489209133395118,0.04289220111611015,0.23638134807974065,0.2534028345881617,100,500
NI,0.625,92.5,0.24257109778712851,0.048907949653251695,0.23286669951057698,0.25227549606368005,100,500
NI,0.625,97.5,0.2366627659572032,0.053346004753565664,0.22607776126447443,0.24724777064993197,100,500
NI,0.6749999999999999,2.5,0.2523430491840493,0.054344110443149476,0.2415599986684536,0.26312609969964507,100,500
NI,0.6749999999999999,7.5,0.25088603882968397,0.05133184680207505,0.24070068677199155,0.26107139088737635,100,500
NI,0.6749999999999999,12.5,0.2573572697704052,0.05195822324382119,0.24704763103733893,0.2676669085034714,100,500
NI,0.6749999999999999,17.5,0.25696131805973016,0.050535220022760605,0.2469340340379919,0.2669886020814684,100,500
NI,0.6749999999999999,22.5,0.26006423266809187,0.05205385970653333,0.24973561758597604,0.27039284775020767,100,500
NI,0.6749999999999999,27.5,0.2558239112346002,0.04648676473293801,0.24659992857421104,0.26504789389498934,100,500
